 \.\.\. and ([,0-9]+) more.	 ... その他$1件
Author:	作者:
Auto §	自動§
Auto analyze \\(next: ([0-9]+)\\)	自動解析 (次: $1)
Auto analyze	自動解析
Auto-detect	自動検出
Automatic payload positions	自動ペイロードポジション
Automatically add entries on client SSL negotiation failure	クライアントがSSL接続に失敗したエントリーを自動的に追加する
Automatically fix missing or superfluous new lines at end of request	リクエスト最後の不足または余分な改行を自動補正する
Automatically locate library	ローカルライブラリから自動的に探す
Automatically reload extensions on startup	起動時に拡張を自動的に再読み込みする
Automatically scan the following targets as you browse. Active scan checks send various malicious requests designed to identify common vulnerabilities. Use with caution.	以下の対象をブラウズすると自動的にスキャンを実行します。アクティブスキャンチェックは、様々な悪意のあるリクエストを送信し、一般的な脆弱性を発見しようとします。注意して使用してください。
Automatically scan the following targets as you browse. Passive scan checks analyze your existing traffic for evidence of vulnerabilities, and do not send any new requests to the target.	以下の対象をブラウズすると自動的にスキャンを実行します。パッシブスキャンチェックは、既存のトラフィックを脆弱性の証拠として分析し、ターゲットに新しいリクエストは送信しません。
Automatically select compatible SSL parameters on negotiation failure	ネゴシエーション失敗時に互換性のあるSSLパラメータを自動的に選択する
Automatically set a payload at each URL, cookie and body parameter	各URL,cookie,ボディパラメータにペイロードを自動でセット
Automatically submit these credentials:	このクレデンシャルを自動送信する:
Automatically submit using the following rules to assign text field values:	次のルールに従ってテキストフィールドの値を自動送信する:
Automatically update Content-Length header when the request is edited	リクエスト編集時にContent-Lengthヘッダを自動的に更新する
Automatically update Content-Length header when the response is edited	レスポンス編集時にContent-Lengthヘッダを自動的に更新する
Auto-modified message	自動変更メッセージ
Auto-modified request	自動変更リクエスト
Auto-modified response	自動変更されたレスポンス
Auto-scroll to match when text changes	テキスト変更時にマッチした箇所に自動スクロール
Auto-select based on request features	リクエストの特徴から自動選択
Back	戻る
Base request	元リクエスト
Base response	元レスポンス
Base string:	元文字列:
Base value of payload position	ペイロードポジションのベース値
Base value:	元値:
Base:	ベース:
Base64-decode before analyzing	解析前にBase64デコード
Base64-decode	Base64デコード
Base64-encode requests and responses	リクエストとレスポンスをBase64エンコード
Base64-encode	Base64エンコード
Base64-encoded data in parameter(\\s+\\[[0-9]+\\])?	パラメータ内のBase64エンコードされたデータ$1
Battering ram	破城槌(Battering ram)
Billing	課金
Bind to address:	バインドするアドレス:
Bind to port:	バインドするポート:
Binding	バインド
bit ([0-9]+) is negatively correlated with bit ([0-9]+) \\(matches: ([0-9]+), probability in a random sample: ([0-9.]+)%\\)	ビット$1はビット$2と負の相関があります (一致: $3, ランダムサンプル中の確率: $4%)
bit ([0-9]+) is negatively correlated with bit ([0-9]+) \\(matches: ([0-9]+), probability in a random sample: less than 0.0001%\\)	ビット$1はビット$2と負の相関があります (一致: $3, ランダムサンプル中の確率: 0.0001%未満)
bit ([0-9]+) is positively correlated with bit ([0-9]+) \\(matches: ([0-9]+), probability in a random sample: ([0-9.]+)%\\)	ビット$1はビット$2と正の相関があります (一致: $3, ランダムサンプル中の確率: $4%)
bit ([0-9]+) is positively correlated with bit ([0-9]+) \\(matches: ([0-9]+), probability in a random sample: less than 0.0001%\\)	ビット$1はビット$2と正の相関があります (一致: $3, ランダムサンプル中の確率: 0.0001%未満)
bit ([0-9]+): ([0-9]+)-D test with ([0-9]+)-bit numbers, point (\\([0-9,]+\\)) is too dense \\(count: ([0-9]+), probability in a random sample: ([0-9.]+)%\\)	ビット$1: $3ビット数の$2次元テスト, 点$4は密すぎます (回数: $5, ランダムサンプル中の確率: $6%)
bit ([0-9]+): ([0-9]+)-D test with ([0-9]+)-bit numbers, point (\\([0-9,]+\\)) is too dense \\(count: ([0-9]+), probability in a random sample: less than 0.0001%\\)	ビット$1: $3ビット数の$2次元テスト, 点$4は密すぎます (数: $5, ランダムサンプル中の確率: 0.0001%未満)
bit ([0-9]+): ([0-9]+)-D test with ([0-9]+)-bit numbers, point (\\([0-9,]+\\)) is too sparse \\(count: ([0-9]+), probability in a random sample: ([0-9.]+)%\\)	ビット$1: $3ビット数の$2次元テスト, 点$4は疎すぎます (回数: $5, ランダムサンプル中の確率: $6%)
bit ([0-9]+): ([0-9]+)-D test with ([0-9]+)-bit numbers, point (\\([0-9,]+\\)) is too sparse \\(count: ([0-9]+), probability in a random sample: less than 0.0001%\\)	ビット$1: $3ビット数の$2次元テスト, 点$4は疎すぎます (回数: $5, ランダムサンプル中の確率: 0.0001%未満)
bit ([0-9]+): compressed to ([0-9.]+)% of original size	ビット$1: 元サイズの$2%に圧縮されました
Bit Compression Analysis - Compression Ratios	ビット圧縮解析 - 圧縮率
Bit Compression Analysis - Significance Levels	ビット圧縮解析 - 有意水準
Bit conversion	ビット変換
Bit Correlation Analysis - Significance Levels	ビット相関解析 - 有意水準
Bit flipper	ビットフリッパー
Bit-level analysis	ビットレベル解析
Blind	ブラインド
Block size \\(usually 8 or 16\\):	ブロックサイズ(通常8か16):
Body encoding:	ボディエンコーディング:
Body parameter values	ボディのパラメータ値
body parameter	ボディパラメータ
body parameter( .+)	ボディパラメータ$1
Body to cookie	ボディからcookie
Body to URL	ボディからURL
Body	ボディ
Boolean condition checks	真偽条件チェック
Boolean operator:	動作条件:
