    Send    	    送信    
Add form field completion rule	フォームフィールド補完ルールを追加
Add from list ...	リストから追加 ...
Add from list ... [Pro version only]	リストから追加 ... [プロ版のみ]
Add hostname resolution rule	ホスト名解決ルールを追加
Add if not present.	存在しない場合は追加
Add links. Add item itself, same domain and URLs in suite scope.	リンクを追加. 自分自身、同一ドメイン、SuiteスコープのURLを追加。
Add match/replace rule	検索/置換ルールを追加
Add payload processing rule	ペイロード処理ルールを追加
Add platform authentication credentials	プラットフォーム認証の認証情報を追加
Add prefix	プレフィックスを追加
Add prefix for in-scope URLs	スコープ内URLのプレフィクスを追加
Add prefix for out-of-scope URLs	スコープ外URLのプレフィクスを追加
Add random variations	ランダムな遅延を追加する
Add random variations to throttle	ランダムな遅延を追加する
Add raw payload	生ペイロード追加
Add request header	リクエストヘッダ追加
Add request interception rule	リクエストインターセプトルールを追加
Add response interception rule	レスポンスインターセプトルールを追加
Add streaming URL	ストリーミングURLを追加
Add streaming URL prefix	ストリーミングURLのプレフィックスを追加
Add suffix	サフィックスを追加
Add tab	タブを追加
Add tab to group	グループにタブを追加
Add tabs to group:	グループにタブを追加:
Add the specified item	指定したアイテムを追加
Add to scope	スコープに追加
Add to site map	サイトマップに追加
Add to task	タスクに追加
Add to task: (.*)	タスクに追加: $1
Add upstream proxy rule	上位プロキシのルールを追加
Add §	§追加
Add...	追加...
Additional encrypted strings - optional	追加暗号文字列 - オプション
Additional encrypted strings - optional \(([0-9]+)\)	追加の暗号文字列 - オプション ($1)
Address already in use: NET_Bind	アドレスは既に使用されています: NET_Bind
Adjust how widgets are displayed within the Inspector. You can also change the order and hide widgets you're not interested in.	Inspector内でのウィジェットの表示方法を調整します。順番の変更や、興味のないウィジェットを非表示にもできます。
Adjust which views are available from the toolbar above each request and in which order they appear.	各リクエストの上のツールバーで利用できるビューと、その表示順を調整します。
Adjust which views are available from the toolbar above each response and in which order they appear.	各レスポンスの上のツールバーで利用できるビューと、その表示順を調整します。
Advanced settings	高度な設定
Advisory	アドバイザリ
After recovering session:	セッション復元後:
After running the macro, invoke a Burp extension action handler:	マクロ実行後、Burp拡張のアクションハンドラを実行する:
Ajax request header manipulation \(DOM-based\)(\s+\[[0-9]+\])?	Ajaxリクエストヘッダ操作(DOMベース)$1
Ajax request header manipulation \(reflected DOM-based\)(\s+\[[0-9]+\])?	Ajaxリクエストヘッダ操作(反射型DOMベース)$1
Ajax request header manipulation \(stored DOM-based\)(\s+\[[0-9]+\])?	Ajaxリクエストヘッダ操作(蓄積型DOMベース)$1
Alerts	警告
Alias	別名
All	すべて
All bits failed the test. 	全ビットテスト不合格。 
All bits passed the test. 	全ビットテスト合格。 
All bits passed the test. Note that the FIPS specification for this test only records a fail if the longest run of bits is overly long. However, an overly short longest run of bits also indicates that the sample is not random. Therefore some bits may record a significance level that is below the FIPS pass level even though they do not strictly fail the FIPS test.	全ビットテスト合格。このテストのFIPS仕様では、ビットの最長連が長すぎる場合にのみ、失敗となることに注意してください。しかしながら、短すぎるビットの最長連も、サンプルがランダムでないことを示します。したがって一部のビットでは、厳密なFIPSテストに不合格でないにもかかわらず、FIPS合格レベルを下回る有意水準になる場合があります。
All interfaces	すべてのインタフェース
All issues	すべての問題
All items were successfully cleaned up.	すべてのアイテムを正常に削除しました。
All rows	すべての行
All tests were successful. 	すべてのテストが成功しました。 
All tools:	全ツール:
Allow Burp's browser to run without a sandbox.	Burpブラウザをサンドボックスなしで実行する
Allow Burp's browser to store settings and history	Burpブラウザに設定と履歴の保存を許可する
Allow HTTP/2 ALPN override	HTTP/2 ALPNを上書きする
Allow access without API key (using this option is not secure)	APIキー無しのアクセスを許可する (このオプションは安全ではありません)
Allow loading of page resources that are out-of-scope	スコープ外のページリソースの読み込みを許可する
Allow loading site resources from out of scope hosts	スコープ外のホストからリソースの読み込みを許可する
Allow renderer to make HTTP requests (for images, etc.)	レンダラによるHTTPリクエスト(画像など)送信を許可する
Allow requests to web interface using fully-qualified DNS hostnames	Webインタフェースで完全修飾DNSホスト名を許可する
Allow the embedded browser to run without a sandbox.	内蔵ブラウザをサンドボックスなしで実行する
Allow the proxy embedded browser to store settings and history	内蔵ブラウザに設定と履歴の保存を許可する
Allow unsafe renegotiation (required for some client certificates)	安全ではないリネゴシエーションを許可する(一部のクライアント証明書で必要)
Allowed redirect types	リダイレクトさせるタイプ
Always	常に実行する
Always collapsed	常に折りたたむ
Always disable	常に無効化
Always enable	常に有効化
Always take the same action in future	次回以降同じ動作にする
An error occurred when recovering project data.	プロジェクトデータの復元中にエラーが発生しました
An error occurred when starting a project with the selected options.	選択したオプションでプロジェクトを開始する際にエラーが発生しました。
An error occurred while attempting to process the activation response. Please check that you are using the latest JRE from Oracle.	アクティベーションレスポンスの処理中にエラーが発生しました。Oracleから最新のJREを使用しているか確認してください。
An error occurred while attempting to verify your license key. Please check that you are using the latest Java Runtime Environment from Oracle, or try re-entering your license key.	ライセンスキーの検証中にエラーが発生しました。Oracleから最新の Java実行環境を使用しているか確認するか、ライセンスキーを再入力してください。
An error occurred while loading the extension. Any output or error messages generated are shown below.	拡張の読み込み中にエラーが発生しました。生成された出力やエラーは以下に表示されます。
An error occurred: Input file is not in correct format	エラーが発生しました: 入力ファイルが正しいフォーマットではありません
An error occurred: Not a valid Burp project file: (.*)	エラーが発生しました: 有効なBurpプロジェクトファイルではありません: $1
An error occurred: The input file is not in correct format	エラーが発生しました: 入力ファイルが正しいフォーマットではありません
An update is available.	更新が利用可能です。
An update is available. Please select the build that you want to download.	更新が利用可能です。ダウンロードしたいビルドを選択してください。
Analysis Options	分析オプション
Analysis options	分析オプション
Analyze and display AMF messages (use with caution)	AMFメッセージの分析と表示をする(使用注意)
Analyze now	分析実行
Analyze target	対象の分析
Analyzing character set	文字セット分析中
Analyzing input file: ([0-9]+)% complete	入力ファイルを分析中: $1%完了
Anomalies	異常
Answering "yes" will avoid accumulating project data for out-of-scope items.	"はい"を選択すると、スコープ外アイテムがプロジェクトデータに蓄積されなくなります。
Any header	任意のヘッダ
Any parameter	任意のパラメータ
Any status code with Location header	Locationヘッダ付きの任意のステータスコード
Appearance	外観
Append byte ...	1バイト追加 ...
Append bytes ...	複数バイト追加 ...
Append preprocessed payload	プリプロセッサペイロードを末尾に追加
Append string ...	文字列追加 ...
Append to base parameter value	元パラメータ値に追加
Application	アプリケーション
Application Login	アプリケーションログイン
Application login	アプリケーションログイン
Application uses fragments for routing	アプリケーションはルーティングにフラグメントを使用している
Apply	適用
Apply changes	変更を適用
Applying changes	変更を適用中
April	4月
Are you sure you want to add this item to the site map?	このアイテムをサイトマップに追加してもよろしいですか？
Are you sure you want to cancel the download?	ダウンロードをキャンセルしてよろしいですか？
Are you sure you want to cancel the import?	インポートをキャンセルしてよろしいですか？
Are you sure you want to cancel this macro?	このマクロをキャンセルしてよろしいですか？
Are you sure you want to cancel this rule?	このルールをキャンセルしてよろしいですか？
Are you sure you want to cancel this streaming response?	ストリーミングレスポンスをキャンセルしてよろしいですか？
Are you sure you want to cancel?	キャンセルしてよろしいですか？
Are you sure you want to change options and re-run the comparison?	オプションを変更し比較を再実行してよろしいですか？
Are you sure you want to clear all events?	すべてのイベントをクリアしてよろしいですか？
Are you sure you want to clear queues?	キューをクリアしてよろしいですか？
Are you sure you want to clear the entire request template?	リクエストテンプレート全体をクリアしてよろしいですか？
Are you sure you want to clear the history?	履歴をクリアしてよろしいですか？
Are you sure you want to clear the list?	リストをクリアしてよろしいですか？
Are you sure you want to close ([0-9]+) tabs\?	$1個のタブを閉じてよろしいですか？
Are you sure you want to close the comparison?	比較を閉じてよろしいですか？
Are you sure you want to close the tracer?	トレーサを閉じてよろしいですか？
Are you sure you want to close this Burp Collaborator client? Any further interactions from its payloads will be lost.	Burp Collaboratorクライアントを閉じてよろしいですか？そのペイロードからの以降の通信は失われます。
Are you sure you want to close this window?	このウィンドウを閉じてよろしいですか？
Are you sure you want to delete task ([0-9]+)?	タスク$1を削除してよろしいですか？
Are you sure you want to delete task ([0-9]+)\?	タスク$1を削除してよろしいですか？
Are you sure you want to delete the configuration "(.*)"\?	設定"$1"を削除してよろしいですか？
Are you sure you want to delete the selected item?	選択したアイテムを削除してよろしいですか？
Are you sure you want to delete the selected items?	選択したアイテムを削除してよろしいですか？
Are you sure you want to empty the cookie jar?	cookie jarを空にしてよろしいですか？
